timestamp,user_id,movie_id,genre,action,duration
2025-04-07 17:22:03.261603,user_544,movie_58,Comedy,pause,57
2025-03-20 06:59:16.877537,user_0,movie_22,Animation,search,135
2025-03-27 19:00:04.993213,user_449,movie_82,Documentary,search,115
2025-03-26 05:41:31.233282,user_359,movie_12,Documentary,like,6
2025-04-10 15:14:22.387113,user_500,movie_69,Sci-Fi,pause,115
2025-04-08 20:12:14.071400,user_215,movie_16,Drama,pause,143
2025-04-15 07:20:58.439491,user_709,movie_31,Documentary,search,55
2025-03-22 03:34:34.454175,user_110,movie_33,Comedy,watch,197
2025-04-01 04:45:50.356624,user_166,movie_46,Action,like,167
2025-03-20 10:26:03.392783,user_676,movie_66,Animation,watch,46
2025-03-26 02:23:58.630691,user_439,movie_43,Animation,pause,21
2025-04-03 16:50:09.906764,user_647,movie_28,Romance,pause,158
2025-03-20 08:05:10.233421,user_867,movie_80,Comedy,search,52
2025-03-25 12:08:36.190580,user_890,movie_39,Comedy,like,107
2025-04-08 00:53:49.462724,user_6,movie_40,Horror,pause,124
2025-04-04 21:20:17.317724,user_609,movie_77,Documentary,pause,195
2025-03-26 03:41:51.092330,user_405,movie_34,Drama,like,191
2025-04-06 05:15:05.652606,user_969,movie_31,Documentary,like,75
2025-04-12 19:46:12.743709,user_861,movie_26,Comedy,pause,199
2025-03-19 17:39:33.785085,user_918,movie_56,Comedy,search,105
2025-04-12 17:10:12.500751,user_223,movie_72,Romance,watch,50
2025-04-09 11:38:26.311810,user_778,movie_1,Action,watch,188
2025-03-29 17:57:38.338815,user_462,movie_19,Comedy,watch,153
2025-03-24 04:55:31.863512,user_184,movie_39,Comedy,pause,97
2025-04-17 06:10:25.283160,user_440,movie_65,Horror,like,121
2025-03-29 15:19:42.060932,user_644,movie_51,Horror,like,149
2025-03-22 07:45:26.226041,user_461,movie_66,Animation,search,90
2025-03-22 10:36:57.848752,user_995,movie_69,Sci-Fi,search,132
2025-04-13 23:10:34.397573,user_263,movie_87,Sci-Fi,pause,185
2025-04-06 15:39:46.873303,user_860,movie_17,Animation,watch,188
2025-04-12 18:06:45.484327,user_677,movie_58,Comedy,search,118
2025-04-10 10:23:13.791110,user_883,movie_59,Comedy,search,99
2025-04-04 15:03:52.213051,user_214,movie_59,Comedy,search,98
2025-04-17 17:37:25.060235,user_13,movie_64,Horror,watch,99
2025-03-30 21:31:30.105724,user_62,movie_10,Documentary,watch,92
2025-04-05 02:26:58.316260,user_983,movie_71,Comedy,search,96
2025-04-13 10:09:05.889744,user_784,movie_69,Sci-Fi,like,181
2025-04-07 02:18:52.198128,user_818,movie_58,Comedy,search,64
2025-04-14 09:24:33.285605,user_865,movie_47,Action,like,75
2025-04-05 20:40:25.760505,user_579,movie_28,Romance,like,125
2025-04-09 16:16:19.199469,user_137,movie_36,Animation,pause,65
2025-03-20 21:58:25.802435,user_55,movie_80,Comedy,pause,10
2025-03-26 09:04:01.330489,user_614,movie_24,Horror,like,63
2025-03-28 05:20:22.601657,user_263,movie_41,Action,like,49
2025-03-21 22:25:49.804186,user_363,movie_55,Documentary,pause,4
2025-03-26 12:35:22.977448,user_829,movie_44,Drama,like,193
2025-03-22 13:42:04.705030,user_120,movie_20,Horror,like,69
2025-03-27 21:07:16.579261,user_578,movie_96,Animation,watch,120
2025-04-07 14:40:23.079533,user_540,movie_58,Comedy,search,163
2025-03-30 11:39:34.007890,user_670,movie_7,Action,pause,12
2025-03-30 15:30:38.066767,user_182,movie_14,Comedy,like,122
2025-03-25 19:49:31.223760,user_694,movie_1,Action,search,113
2025-03-27 13:12:15.514751,user_492,movie_17,Animation,search,133
2025-04-16 15:22:17.691351,user_590,movie_80,Comedy,pause,164
2025-04-07 23:33:56.718559,user_649,movie_77,Documentary,like,138
2025-04-06 19:33:16.566689,user_389,movie_90,Documentary,watch,88
2025-03-24 16:12:00.376129,user_908,movie_43,Animation,like,59
2025-04-10 09:57:05.660287,user_375,movie_80,Comedy,search,184
2025-03-24 10:37:48.263831,user_207,movie_50,Horror,like,187
2025-03-30 22:11:17.505036,user_562,movie_73,Romance,like,172
2025-04-18 05:26:13.524850,user_526,movie_91,Documentary,pause,108
2025-04-07 17:46:48.377542,user_303,movie_35,Romance,like,47
2025-04-05 05:59:02.735864,user_675,movie_93,Comedy,watch,192
2025-04-09 01:54:09.138566,user_684,movie_52,Action,pause,172
2025-04-13 19:50:01.177132,user_464,movie_26,Comedy,watch,126
2025-04-11 19:42:00.770728,user_550,movie_65,Horror,watch,61
2025-03-26 09:53:41.602531,user_218,movie_77,Documentary,search,81
2025-03-20 12:05:32.832199,user_885,movie_98,Sci-Fi,search,47
2025-03-29 00:06:23.300569,user_398,movie_79,Animation,watch,49
2025-03-27 13:45:13.350529,user_198,movie_37,Comedy,pause,37
2025-03-25 20:53:16.530576,user_336,movie_26,Comedy,pause,128
2025-04-16 19:52:30.979557,user_619,movie_55,Documentary,search,54
2025-04-14 19:57:53.887817,user_670,movie_2,Action,search,40
2025-03-28 23:32:54.067030,user_270,movie_16,Drama,pause,134
2025-04-08 04:53:46.020444,user_260,movie_23,Animation,like,133
2025-03-31 09:50:06.887549,user_191,movie_31,Documentary,like,188
2025-04-15 23:27:16.352607,user_944,movie_84,Horror,pause,56
2025-04-02 07:21:13.001907,user_898,movie_30,Comedy,pause,69
2025-03-27 11:41:38.391563,user_54,movie_98,Sci-Fi,watch,157
2025-03-26 22:33:07.499943,user_303,movie_54,Romance,search,126
2025-04-05 09:09:55.203751,user_826,movie_7,Action,watch,128
2025-03-27 10:09:15.249291,user_113,movie_76,Sci-Fi,pause,21
2025-04-06 01:52:55.886659,user_719,movie_46,Action,like,104
2025-04-15 11:24:45.914298,user_155,movie_3,Sci-Fi,watch,22
2025-03-31 12:32:55.109324,user_690,movie_59,Comedy,like,154
2025-03-26 02:53:28.407736,user_612,movie_75,Drama,pause,63
2025-04-18 11:12:26.476035,user_213,movie_29,Comedy,like,177
2025-04-03 19:50:21.153209,user_302,movie_57,Horror,pause,10
2025-03-22 06:26:06.196354,user_174,movie_61,Sci-Fi,like,151
2025-03-20 22:54:14.645101,user_862,movie_52,Action,pause,27
2025-03-22 19:55:39.545869,user_549,movie_54,Romance,like,12
2025-04-07 08:44:29.140095,user_853,movie_95,Action,watch,116
2025-04-12 07:16:38.712429,user_326,movie_36,Animation,search,148
2025-04-01 04:56:07.633945,user_5,movie_31,Documentary,watch,172
2025-03-21 10:43:12.814346,user_270,movie_92,Documentary,like,62
2025-03-30 23:44:46.190625,user_670,movie_48,Animation,search,32
2025-04-18 10:11:15.617582,user_627,movie_7,Action,search,132
2025-04-04 09:56:33.382497,user_368,movie_19,Comedy,pause,188
2025-04-17 16:09:24.154774,user_142,movie_11,Romance,pause,135
2025-04-14 08:44:29.988192,user_391,movie_13,Comedy,like,79
2025-03-19 21:14:47.808876,user_375,movie_89,Horror,search,153
2025-04-10 03:53:59.955782,user_817,movie_94,Documentary,watch,101
2025-04-08 23:48:42.276517,user_541,movie_46,Action,like,129
2025-04-04 15:35:56.096420,user_451,movie_9,Animation,like,66
2025-03-27 13:05:39.892357,user_53,movie_98,Sci-Fi,like,164
2025-04-07 18:28:21.981919,user_950,movie_59,Comedy,watch,1
2025-03-22 21:17:52.233961,user_608,movie_99,Animation,like,73
2025-04-01 14:00:40.529734,user_753,movie_43,Animation,search,99
2025-04-02 03:39:40.846805,user_276,movie_95,Action,search,130
2025-04-17 03:43:39.884135,user_393,movie_62,Comedy,pause,155
2025-04-14 19:35:39.821460,user_166,movie_30,Comedy,watch,33
2025-03-27 10:37:13.419547,user_348,movie_73,Romance,search,179
2025-04-03 13:24:08.205026,user_344,movie_65,Horror,pause,152
2025-03-24 21:36:34.674334,user_294,movie_69,Sci-Fi,watch,134
2025-04-15 22:04:20.359582,user_947,movie_21,Sci-Fi,watch,39
2025-04-14 15:45:13.133017,user_334,movie_10,Documentary,search,119
2025-03-28 11:51:37.899435,user_909,movie_36,Animation,search,157
2025-04-07 17:01:26.090693,user_55,movie_97,Comedy,watch,153
2025-04-06 19:26:19.788048,user_982,movie_26,Comedy,watch,115
2025-03-24 03:01:28.384081,user_50,movie_55,Documentary,pause,17
2025-04-11 09:59:16.993795,user_413,movie_38,Action,like,120
2025-04-04 17:19:59.446070,user_177,movie_7,Action,like,180
2025-04-11 21:35:28.832610,user_591,movie_6,Animation,pause,184
2025-04-04 10:50:05.718330,user_609,movie_82,Documentary,pause,67
2025-03-19 13:23:31.354764,user_356,movie_7,Action,like,48
2025-03-29 06:22:21.499756,user_281,movie_41,Action,like,102
2025-03-20 03:00:12.716264,user_434,movie_2,Action,pause,148
2025-04-16 09:55:52.613358,user_413,movie_0,Romance,like,12
2025-04-14 21:39:36.107318,user_588,movie_73,Romance,search,81
2025-04-13 11:46:46.052104,user_668,movie_78,Action,pause,135
2025-03-28 18:23:25.613044,user_795,movie_89,Horror,watch,26
2025-03-21 06:41:11.031553,user_944,movie_61,Sci-Fi,pause,136
2025-04-14 21:08:49.881137,user_566,movie_54,Romance,like,192
2025-04-16 22:47:01.962212,user_269,movie_20,Horror,watch,35
2025-03-22 02:39:02.747760,user_145,movie_83,Drama,search,26
2025-04-03 02:53:36.280917,user_327,movie_65,Horror,like,28
2025-03-21 14:48:47.847870,user_944,movie_91,Documentary,pause,151
2025-04-11 08:36:49.812347,user_809,movie_25,Comedy,watch,44
2025-04-11 12:22:51.840764,user_558,movie_75,Drama,watch,43
2025-03-23 09:25:19.675983,user_391,movie_81,Romance,watch,93
2025-04-02 19:11:00.924032,user_155,movie_15,Comedy,pause,40
2025-04-05 00:50:19.914339,user_534,movie_52,Action,like,147
2025-03-27 11:49:15.782213,user_389,movie_89,Horror,like,162
2025-04-14 17:07:55.442493,user_530,movie_4,Action,search,94
2025-04-01 05:38:22.541001,user_581,movie_77,Documentary,pause,140
2025-03-25 21:28:29.948506,user_361,movie_68,Romance,pause,83
2025-04-04 17:16:24.462116,user_665,movie_54,Romance,pause,172
2025-04-10 10:31:50.331081,user_755,movie_45,Drama,search,128
2025-03-25 13:48:32.556306,user_388,movie_95,Action,search,128
2025-03-28 21:24:57.627052,user_341,movie_95,Action,like,196
2025-04-18 09:29:16.132465,user_630,movie_27,Horror,search,170
2025-04-08 00:53:32.925401,user_300,movie_40,Horror,like,57
2025-04-01 16:24:44.417506,user_704,movie_68,Romance,like,47
2025-04-04 01:38:05.579964,user_598,movie_13,Comedy,watch,131
2025-03-23 04:06:11.875690,user_542,movie_43,Animation,pause,85
2025-03-26 06:45:44.497586,user_626,movie_65,Horror,pause,125
2025-03-29 16:24:06.777086,user_179,movie_19,Comedy,watch,114
2025-04-06 04:33:45.198241,user_656,movie_97,Comedy,watch,37
2025-03-26 10:39:46.386890,user_611,movie_86,Romance,like,129
2025-03-26 03:32:12.460498,user_587,movie_92,Documentary,search,183
2025-03-21 16:05:43.078935,user_201,movie_76,Sci-Fi,like,89
2025-04-07 11:22:27.865244,user_665,movie_92,Documentary,like,84
2025-03-26 09:49:06.103638,user_417,movie_94,Documentary,like,119
2025-04-15 16:52:57.673712,user_938,movie_36,Animation,pause,98
2025-04-14 07:55:03.957458,user_585,movie_25,Comedy,pause,28
2025-03-21 15:59:51.250911,user_617,movie_87,Sci-Fi,watch,35
2025-03-26 16:20:37.012285,user_963,movie_0,Romance,pause,79
2025-04-08 14:38:39.401344,user_311,movie_90,Documentary,pause,34
2025-03-25 23:13:50.804704,user_529,movie_71,Comedy,like,27
2025-03-23 12:14:41.311895,user_652,movie_54,Romance,pause,135
2025-04-16 14:33:01.911585,user_438,movie_54,Romance,search,90
2025-04-05 16:07:52.697899,user_291,movie_14,Comedy,search,45
2025-04-02 17:18:12.300200,user_144,movie_74,Action,watch,155
2025-04-12 01:54:22.547762,user_84,movie_84,Horror,watch,58
2025-04-12 18:22:41.218211,user_295,movie_8,Sci-Fi,watch,55
2025-03-25 06:04:31.498026,user_374,movie_80,Comedy,search,44
2025-03-22 10:46:13.670481,user_678,movie_48,Animation,watch,66
2025-04-01 11:20:13.664797,user_511,movie_85,Comedy,watch,10
2025-04-01 05:57:24.790868,user_929,movie_4,Action,pause,164
2025-04-02 13:14:16.939551,user_109,movie_54,Romance,like,38
2025-04-10 09:54:53.601800,user_106,movie_85,Comedy,watch,87
2025-04-08 17:48:09.906584,user_92,movie_25,Comedy,search,168
2025-04-18 01:34:45.227861,user_436,movie_16,Drama,like,19
2025-03-22 11:50:28.122026,user_57,movie_49,Animation,search,15
2025-03-31 14:52:03.363209,user_90,movie_99,Animation,watch,146
2025-03-29 17:16:41.353184,user_600,movie_41,Action,pause,178
2025-04-14 09:23:04.214226,user_492,movie_76,Sci-Fi,search,137
2025-03-27 00:00:46.217521,user_819,movie_28,Romance,like,92
2025-03-25 05:55:50.490679,user_851,movie_14,Comedy,pause,84
2025-04-01 23:58:55.315984,user_812,movie_66,Animation,watch,94
2025-04-01 04:44:06.210451,user_588,movie_33,Comedy,watch,146
2025-03-27 21:31:58.014977,user_583,movie_85,Comedy,search,23
2025-03-27 00:50:27.312910,user_848,movie_17,Animation,watch,14
2025-04-16 05:43:53.433323,user_319,movie_41,Action,watch,53
2025-04-01 20:02:03.891179,user_437,movie_33,Comedy,like,28
2025-04-14 09:09:05.879543,user_315,movie_22,Animation,watch,21
2025-04-05 01:12:52.209870,user_525,movie_71,Comedy,search,138
2025-03-21 01:24:13.950129,user_223,movie_88,Horror,watch,30
2025-04-18 12:27:49.158126,user_527,movie_67,Comedy,watch,4
2025-04-13 14:55:12.500527,user_140,movie_70,Animation,pause,110
2025-04-17 14:39:27.298882,user_128,movie_22,Animation,like,33
2025-04-16 07:57:52.219957,user_735,movie_96,Animation,like,177
2025-04-14 00:02:28.343602,user_825,movie_46,Action,watch,29
2025-03-24 12:43:27.398685,user_374,movie_31,Documentary,watch,57
2025-04-03 02:38:30.797168,user_453,movie_45,Drama,like,13
2025-03-25 22:52:41.999524,user_762,movie_98,Sci-Fi,pause,44
2025-03-31 13:43:45.438288,user_340,movie_22,Animation,watch,179
2025-03-21 07:11:51.956728,user_0,movie_88,Horror,search,194
2025-03-30 21:50:27.324388,user_156,movie_53,Romance,watch,40
2025-04-18 02:24:09.523077,user_602,movie_80,Comedy,pause,63
2025-03-27 11:55:35.326782,user_785,movie_47,Action,like,7
2025-04-12 01:30:40.000251,user_635,movie_48,Animation,watch,3
2025-04-02 04:35:10.688143,user_311,movie_3,Sci-Fi,watch,194
2025-04-01 05:32:44.403687,user_94,movie_56,Comedy,search,48
2025-04-17 06:14:56.325108,user_358,movie_6,Animation,like,45
2025-04-18 09:41:04.611165,user_625,movie_41,Action,watch,1
2025-04-05 05:08:00.494267,user_665,movie_80,Comedy,like,125
2025-04-10 02:14:03.249568,user_301,movie_80,Comedy,pause,21
2025-03-24 04:26:02.371110,user_62,movie_87,Sci-Fi,like,168
2025-03-28 10:36:35.683682,user_749,movie_95,Action,like,116
2025-04-17 14:27:03.674000,user_363,movie_40,Horror,like,165
2025-04-05 21:59:24.313796,user_649,movie_81,Romance,search,38
2025-04-04 19:21:38.961962,user_94,movie_54,Romance,pause,64
2025-04-10 23:31:21.652503,user_163,movie_49,Animation,watch,192
2025-03-21 06:08:21.387376,user_974,movie_98,Sci-Fi,pause,5
2025-04-06 01:35:17.324838,user_168,movie_51,Horror,search,105
2025-04-03 15:01:57.192527,user_882,movie_8,Sci-Fi,search,69
2025-04-14 02:56:18.960189,user_231,movie_72,Romance,pause,63
2025-03-24 06:19:54.630819,user_234,movie_12,Documentary,like,163
2025-04-17 08:44:27.917287,user_668,movie_31,Documentary,pause,192
2025-03-21 22:39:37.917904,user_229,movie_17,Animation,watch,78
2025-03-25 02:46:27.298862,user_572,movie_51,Horror,watch,54
2025-04-06 09:24:19.995919,user_50,movie_95,Action,pause,91
2025-04-08 19:07:59.938942,user_662,movie_53,Romance,like,104
2025-03-26 14:19:37.495842,user_158,movie_15,Comedy,search,115
2025-03-23 03:17:55.103351,user_25,movie_68,Romance,watch,89
2025-04-15 05:59:13.718224,user_877,movie_91,Documentary,search,60
2025-03-26 22:15:19.181468,user_667,movie_49,Animation,search,140
2025-04-06 09:02:02.645959,user_753,movie_64,Horror,search,158
2025-04-07 02:56:05.874781,user_212,movie_79,Animation,watch,182
2025-04-01 02:49:19.980551,user_854,movie_63,Action,watch,53
2025-04-06 01:13:27.573843,user_592,movie_9,Animation,like,85
2025-04-04 05:23:01.798659,user_862,movie_72,Romance,watch,183
2025-04-16 13:58:07.620053,user_612,movie_68,Romance,pause,105
2025-03-25 16:02:48.844906,user_230,movie_47,Action,watch,195
2025-04-10 00:38:18.147646,user_737,movie_38,Action,watch,188
2025-03-26 16:50:02.989180,user_583,movie_80,Comedy,watch,177
2025-03-31 09:56:45.914883,user_632,movie_18,Comedy,like,90
2025-04-08 16:35:50.057912,user_34,movie_53,Romance,search,26
2025-03-28 12:58:41.430838,user_417,movie_60,Drama,watch,53
2025-03-29 00:37:40.292737,user_108,movie_75,Drama,like,187
2025-04-11 02:19:21.764338,user_7,movie_6,Animation,like,52
2025-03-21 17:12:40.752766,user_897,movie_4,Action,like,52
2025-04-02 06:56:45.074627,user_890,movie_39,Comedy,like,45
2025-04-18 11:52:02.910695,user_814,movie_7,Action,search,168
2025-04-18 10:10:10.992840,user_952,movie_7,Action,like,42
2025-03-21 17:43:40.789090,user_417,movie_55,Documentary,watch,194
2025-03-25 22:27:04.977396,user_949,movie_2,Action,like,66
2025-03-27 11:55:28.475033,user_821,movie_22,Animation,watch,124
2025-04-16 12:55:37.307760,user_721,movie_9,Animation,like,119
2025-04-14 23:12:08.938195,user_127,movie_61,Sci-Fi,watch,126
2025-04-14 22:03:17.468520,user_460,movie_10,Documentary,search,192
2025-03-30 15:02:23.214011,user_68,movie_51,Horror,pause,110
2025-03-24 06:33:28.789470,user_569,movie_93,Comedy,watch,16
2025-04-13 13:16:35.922426,user_304,movie_71,Comedy,pause,188
2025-04-09 15:31:44.485826,user_863,movie_76,Sci-Fi,like,117
2025-04-06 21:23:17.768762,user_464,movie_84,Horror,search,57
2025-04-18 03:47:17.100933,user_363,movie_18,Comedy,watch,180
2025-04-08 03:50:35.615506,user_300,movie_53,Romance,search,21
2025-03-19 18:36:46.493738,user_510,movie_24,Horror,pause,82
2025-04-13 01:17:42.918219,user_512,movie_9,Animation,watch,67
2025-03-28 12:31:58.725702,user_294,movie_49,Animation,search,82
2025-04-08 10:37:12.549192,user_427,movie_91,Documentary,like,27
2025-04-16 17:00:35.570179,user_894,movie_52,Action,watch,23
2025-03-23 13:40:11.568508,user_766,movie_36,Animation,search,109
2025-03-23 00:05:20.113726,user_537,movie_53,Romance,watch,18
2025-03-22 18:02:46.254223,user_439,movie_42,Documentary,pause,162
2025-04-05 03:18:04.677173,user_2,movie_35,Romance,search,63
2025-03-27 17:04:15.566320,user_858,movie_20,Horror,watch,66
2025-04-06 16:27:27.911662,user_722,movie_59,Comedy,pause,5
2025-04-10 01:39:39.789064,user_191,movie_21,Sci-Fi,like,4
2025-03-25 15:34:13.233553,user_618,movie_50,Horror,watch,194
2025-04-07 13:37:53.789430,user_188,movie_62,Comedy,search,89
2025-03-27 11:02:55.273026,user_886,movie_42,Documentary,search,180
2025-04-03 04:43:23.560771,user_644,movie_90,Documentary,pause,113
2025-04-15 16:49:21.184878,user_446,movie_72,Romance,like,12
2025-04-13 22:10:29.824860,user_489,movie_38,Action,pause,82
2025-03-22 07:26:06.628311,user_656,movie_65,Horror,watch,112
2025-04-01 05:57:17.402485,user_671,movie_13,Comedy,search,97
2025-03-27 20:11:24.140536,user_724,movie_33,Comedy,search,115
